"Date","NSW","VIC","QLD","SA","WA","TAS","NT","ACT"
"10/09/22","0","0","0","0","930","0","0","0"
"11/09/22","0","0","0","0","711","0","0","0"
"12/09/22","0","0","0","0","670","0","0","0"
"13/09/22","0","0","0","0","977","0","0","0"
"14/09/22","0","0","0","0","1065","0","0","0"
"15/09/22","0","0","0","0","941","0","0","0"
"16/09/22","17229","13252","10009","3631","882","984","393","791"
"17/09/22","0","0","0","0","0","0","0","0"
"18/09/22","0","0","0","0","0","0","0","0"
"19/09/22","0","0","0","0","0","0","0","0"
"20/09/22","0","0","0","0","0","0","0","0"
"21/09/22","0","0","0","0","0","0","0","0"
"22/09/22","0","0","0","0","0","0","0","0"
"23/09/22","14170","10360","9166","3037","5055","923","379","791"
"24/09/22","0","0","0","0","0","0","0","0"
"25/09/22","0","0","0","0","0","0","0","0"
"26/09/22","0","0","0","0","0","0","0","0"
"27/09/22","0","0","0","0","0","0","0","0"
"28/09/22","0","0","0","0","0","0","0","0"
"29/09/22","0","0","0","0","0","0","0","0"
"30/09/22","12592","9458","8061","3104","4662","732","339","616"
"01/10/22","0","0","0","0","0","0","0","0"
"02/10/22","0","0","0","0","0","0","0","0"
"03/10/22","0","0","0","0","0","0","0","0"
"04/10/22","0","0","0","0","0","0","0","0"
"05/10/22","0","0","0","0","0","0","0","0"
"06/10/22","0","0","0","0","0","0","0","0"
"07/10/22","10767","9230","7970","2720","4573","715","279","536"
"08/10/22","0","0","0","0","0","0","0","0"
"09/10/22","0","0","0","0","0","0","0","0"
"10/10/22","0","0","0","0","0","0","0","0"
"11/10/22","0","0","0","0","0","0","0","0"
"12/10/22","0","0","0","0","0","0","0","0"
"13/10/22","0","0","0","0","0","0","0","0"
"14/10/22","11900","8061","7064","2512","4859","691","249","657"
"15/10/22","0","0","0","0","0","0","0","0"
"16/10/22","0","0","0","0","0","0","0","0"
"17/10/22","0","0","0","0","0","0","0","0"
"18/10/22","0","0","0","0","0","0","0","0"
"19/10/22","0","0","0","0","0","0","0","0"
"20/10/22","0","0","0","0","0","0","0","0"
"21/10/22","8836","6860","5823","2559","4931","709","268","579"
"22/10/22","0","0","0","0","0","0","0","0"
"23/10/22","0","0","0","0","0","0","0","0"
"24/10/22","0","0","0","0","0","0","0","0"
"25/10/22","0","0","0","0","0","0","0","0"
"26/10/22","0","0","0","0","0","0","0","0"
"27/10/22","0","0","0","0","0","0","0","0"
"28/10/22","10050","8537","4447","2851","5823","902","273","731"
"29/10/22","0","0","0","0","0","0","0","0"
"30/10/22","0","0","0","0","0","0","0","0"
"31/10/22","0","0","0","0","0","0","0","0"
"01/11/22","0","0","0","0","0","0","0","0"
"02/11/22","0","0","0","0","0","0","0","0"
"03/11/22","0","0","0","0","0","0","0","0"
"04/11/22","12450","10226","4427","3797","6874","1307","242","910"
"05/11/22","0","0","0","0","0","0","0","0"
"06/11/22","0","0","0","0","0","0","0","0"
"07/11/22","0","0","0","0","0","0","0","0"
"08/11/22","0","0","0","0","0","0","0","0"
"09/11/22","0","0","0","0","0","0","0","0"
"10/11/22","0","0","0","0","0","0","0","0"
"11/11/22","19800","16636","5828","6867","8029","2126","369","1194"
"12/11/22","0","0","0","0","0","0","0","0"
"13/11/22","0","0","0","0","0","0","0","0"
"14/11/22","0","0","0","0","0","0","0","0"
"15/11/22","0","0","0","0","0","0","0","0"
"16/11/22","0","0","0","0","0","0","0","0"
"17/11/22","0","0","0","0","0","0","0","0"
"18/11/22","27869","20398","10106","8346","9065","2224","286","1449"
"19/11/22","0","0","0","0","0","0","0","0"
"20/11/22","0","0","0","0","0","0","0","0"
"21/11/22","0","0","0","0","0","0","0","0"
"22/11/22","0","0","0","0","0","0","0","0"
"23/11/22","0","0","0","0","0","0","0","0"
"24/11/22","0","0","0","0","0","0","0","0"
"25/11/22","31531","22281","10082","9000","10520","2712","329","1757"
"26/11/22","0","0","0","0","0","0","0","0"
"27/11/22","0","0","0","0","0","0","0","0"
"28/11/22","0","0","0","0","0","0","0","0"
"29/11/22","0","0","0","0","0","0","0","0"
"30/11/22","0","0","0","0","0","0","0","0"
"01/12/22","0","0","0","0","0","0","0","0"
"02/12/22","37796","26971","11217","9684","11762","3957","750","2239"
"03/12/22","0","0","0","0","0","0","0","0"
"04/12/22","0","0","0","0","0","0","0","0"
"05/12/22","0","0","0","0","0","0","0","0"
"06/12/22","0","0","0","0","0","0","0","0"
"07/12/22","0","0","0","0","0","0","0","0"
"08/12/22","0","0","0","0","0","0","0","0"
"09/12/22","40194","27790","13632","9986","12383","4030","827","2610"
"10/12/22","0","0","0","0","0","0","0","0"
"11/12/22","0","0","0","0","0","0","0","0"
"12/12/22","0","0","0","0","0","0","0","0"
"13/12/22","0","0","0","0","0","0","0","0"
"14/12/22","0","0","0","0","0","0","0","0"
"15/12/22","0","0","0","0","0","0","0","0"
"16/12/22","40695","24652","16600","10754","11624","4045","831","3018"
"17/12/22","0","0","0","0","0","0","0","0"
"18/12/22","0","0","0","0","0","0","0","0"
"19/12/22","0","0","0","0","0","0","0","0"
"20/12/22","0","0","0","0","0","0","0","0"
"21/12/22","0","0","0","0","0","0","0","0"
"22/12/22","0","0","0","0","0","0","0","0"
"23/12/22","38610","24238","15325","10474","10828","4072","631","3184"
"24/12/22","0","0","0","0","0","0","0","0"
"25/12/22","0","0","0","0","0","0","0","0"
"26/12/22","0","0","0","0","0","0","0","0"
"27/12/22","0","0","0","0","0","0","0","0"
"28/12/22","0","0","0","0","0","0","0","0"
"29/12/22","0","0","0","0","0","0","0","0"
"30/12/22","27665","16568","8905","7671","8391","3194","369","2084"
"31/12/22","0","0","0","0","0","0","0","0"
"01/01/23","0","0","0","0","0","0","0","0"
"02/01/23","0","0","0","0","0","0","0","0"
"03/01/23","0","0","0","0","0","0","0","0"
"04/01/23","0","0","0","0","0","0","0","0"
"05/01/23","0","0","0","0","0","0","0","0"
"06/01/23","19793","12349","10696","4954","6675","1925","406","1436"
"07/01/23","0","0","0","0","0","0","0","0"
"08/01/23","0","0","0","0","0","0","0","0"
"09/01/23","0","0","0","0","0","0","0","0"
"10/01/23","0","0","0","0","0","0","0","0"
"11/01/23","0","0","0","0","0","0","0","0"
"12/01/23","0","0","0","0","0","0","0","0"
"13/01/23","14053","7908","9386","3261","5618","1230","355","1012"
"14/01/23","0","0","0","0","0","0","0","0"
"15/01/23","0","0","0","0","0","0","0","0"
"16/01/23","0","0","0","0","0","0","0","0"
"17/01/23","0","0","0","0","0","0","0","0"
"18/01/23","0","0","0","0","0","0","0","0"
"19/01/23","0","0","0","0","0","0","0","0"
"20/01/23","9062","4912","5394","2053","3690","765","319","806"
"21/01/23","0","0","0","0","0","0","0","0"
"22/01/23","0","0","0","0","0","0","0","0"
"23/01/23","0","0","0","0","0","0","0","0"
"24/01/23","0","0","0","0","0","0","0","0"
"25/01/23","0","0","0","0","0","0","0","0"
"26/01/23","0","0","0","0","0","0","0","0"
"27/01/23","7653","3446","4908","1494","2727","462","185","582"
"28/01/23","0","0","0","0","0","0","0","0"
"29/01/23","0","0","0","0","0","0","0","0"
"30/01/23","0","0","0","0","0","0","0","0"
"31/01/23","0","0","0","0","0","0","0","0"
"01/02/23","0","0","0","0","0","0","0","0"
"02/02/23","0","0","0","0","0","0","0","0"
"03/02/23","6567","3056","4414","1286","2146","321","166","420"
"04/02/23","0","0","0","0","0","0","0","0"
"05/02/23","0","0","0","0","0","0","0","0"
"06/02/23","0","0","0","0","0","0","0","0"
"07/02/23","0","0","0","0","0","0","0","0"
"08/02/23","0","0","0","0","0","0","0","0"
"09/02/23","0","0","0","0","0","0","0","0"
"10/02/23","6440","2941","3866","1495","2093","359","160","401"
"11/02/23","0","0","0","0","0","0","0","0"
"12/02/23","0","0","0","0","0","0","0","0"
"13/02/23","0","0","0","0","0","0","0","0"
"14/02/23","0","0","0","0","0","0","0","0"
"15/02/23","0","0","0","0","0","0","0","0"
"16/02/23","0","0","0","0","0","0","0","0"
"17/02/23","6033","3344","4166","1720","2086","465","99","487"
"18/02/23","0","0","0","0","0","0","0","0"
"19/02/23","0","0","0","0","0","0","0","0"
"20/02/23","0","0","0","0","0","0","0","0"
"21/02/23","0","0","0","0","0","0","0","0"
"22/02/23","0","0","0","0","0","0","0","0"
"23/02/23","0","0","0","0","0","0","0","0"
"24/02/23","6545","3052","3950","1777","2278","489","106","525"
"25/02/23","0","0","0","0","0","0","0","0"
"26/02/23","0","0","0","0","0","0","0","0"
"27/02/23","0","0","0","0","0","0","0","0"
"28/02/23","0","0","0","0","0","0","0","0"
"01/03/23","0","0","0","0","0","0","0","0"
"02/03/23","0","0","0","0","0","0","0","0"
"03/03/23","7163","3016","4028","1700","2390","622","90","491"
"04/03/23","0","0","0","0","0","0","0","0"
"05/03/23","0","0","0","0","0","0","0","0"
"06/03/23","0","0","0","0","0","0","0","0"
"07/03/23","0","0","0","0","0","0","0","0"
"08/03/23","0","0","0","0","0","0","0","0"
"09/03/23","0","0","0","0","0","0","0","0"
"10/03/23","7871","3319","3335","1712","2546","609","87","395"
"11/03/23","0","0","0","0","0","0","0","0"
"12/03/23","0","0","0","0","0","0","0","0"
"13/03/23","0","0","0","0","0","0","0","0"
"14/03/23","0","0","0","0","0","0","0","0"
"15/03/23","0","0","0","0","0","0","0","0"
"16/03/23","0","0","0","0","0","0","0","0"
"17/03/23","8905","3960","3049","2347","2625","722","164","516"
"18/03/23","0","0","0","0","0","0","0","0"
"19/03/23","0","0","0","0","0","0","0","0"
"20/03/23","0","0","0","0","0","0","0","0"
"21/03/23","0","0","0","0","0","0","0","0"
"22/03/23","0","0","0","0","0","0","0","0"
"23/03/23","0","0","0","0","0","0","0","0"
"24/03/23","8563","4467","3207","2888","3168","748","105","515"
"25/03/23","0","0","0","0","0","0","0","0"
"26/03/23","0","0","0","0","0","0","0","0"
"27/03/23","0","0","0","0","0","0","0","0"
"28/03/23","0","0","0","0","0","0","0","0"
"29/03/23","0","0","0","0","0","0","0","0"
"30/03/23","0","0","0","0","0","0","0","0"
"31/03/23","9684","5225","3650","3179","3246","796","225","526"
"01/04/23","0","0","0","0","0","0","0","0"
"02/04/23","0","0","0","0","0","0","0","0"
"03/04/23","0","0","0","0","0","0","0","0"
"04/04/23","0","0","0","0","0","0","0","0"
"05/04/23","0","0","0","0","0","0","0","0"
"06/04/23","0","0","0","0","0","0","0","0"
"07/04/23","9876","5772","3953","2719","3446","959","198","582"
"08/04/23","0","0","0","0","0","0","0","0"
"09/04/23","0","0","0","0","0","0","0","0"
"10/04/23","0","0","0","0","0","0","0","0"
"11/04/23","0","0","0","0","0","0","0","0"
"12/04/23","0","0","0","0","0","0","0","0"
"13/04/23","0","0","0","0","0","0","0","0"
"14/04/23","9646","5811","3472","3173","3196","1004","175","566"
"15/04/23","0","0","0","0","0","0","0","0"
"16/04/23","0","0","0","0","0","0","0","0"
"17/04/23","0","0","0","0","0","0","0","0"
"18/04/23","0","0","0","0","0","0","0","0"
"19/04/23","0","0","0","0","0","0","0","0"
"20/04/23","0","0","0","0","0","0","0","0"
"21/04/23","12393","6052","4060","2509","3133","944","205","581"
"22/04/23","0","0","0","0","0","0","0","0"
"23/04/23","0","0","0","0","0","0","0","0"
"24/04/23","0","0","0","0","0","0","0","0"
"25/04/23","0","0","0","0","0","0","0","0"
"26/04/23","0","0","0","0","0","0","0","0"
"27/04/23","0","0","0","0","0","0","0","0"
"28/04/23","11745","6255","3561","2674","3573","758","178","629"
"29/04/23","0","0","0","0","0","0","0","0"
"30/04/23","0","0","0","0","0","0","0","0"
"01/05/23","0","0","0","0","0","0","0","0"
"02/05/23","0","0","0","0","0","0","0","0"
"03/05/23","0","0","0","0","0","0","0","0"
"04/05/23","0","0","0","0","0","0","0","0"
"05/05/23","12323","6452","3435","2363","3804","746","216","826"
"06/05/23","0","0","0","0","0","0","0","0"
"07/05/23","0","0","0","0","0","0","0","0"
"08/05/23","0","0","0","0","0","0","0","0"
"09/05/23","0","0","0","0","0","0","0","0"
"10/05/23","0","0","0","0","0","0","0","0"
"11/05/23","0","0","0","0","0","0","0","0"
"12/05/23","12980","7594","4130","2471","3963","883","192","867"
"13/05/23","0","0","0","0","0","0","0","0"
"14/05/23","0","0","0","0","0","0","0","0"
"15/05/23","0","0","0","0","0","0","0","0"
"16/05/23","0","0","0","0","0","0","0","0"
"17/05/23","0","0","0","0","0","0","0","0"
"18/05/23","0","0","0","0","0","0","0","0"
"19/05/23","14699","9316","4914","3256","4092","1252","220","1005"
"20/05/23","0","0","0","0","0","0","0","0"
"21/05/23","0","0","0","0","0","0","0","0"
"22/05/23","0","0","0","0","0","0","0","0"
"23/05/23","0","0","0","0","0","0","0","0"
"24/05/23","0","0","0","0","0","0","0","0"
"25/05/23","0","0","0","0","0","0","0","0"
"26/05/23","14409","10642","5299","4012","4486","1381","203","996"
"27/05/23","0","0","0","0","0","0","0","0"
"28/05/23","0","0","0","0","0","0","0","0"
"29/05/23","0","0","0","0","0","0","0","0"
"30/05/23","0","0","0","0","0","0","0","0"
"31/05/23","0","0","0","0","0","0","0","0"
"01/06/23","0","0","0","0","0","0","0","0"
"02/06/23","13480","8669","5439","3728","3767","1241","178","946"
"03/06/23","0","0","0","0","0","0","0","0"
"04/06/23","0","0","0","0","0","0","0","0"
"05/06/23","0","0","0","0","0","0","0","0"
"06/06/23","0","0","0","0","0","0","0","0"
"07/06/23","0","0","0","0","0","0","0","0"
"08/06/23","0","0","0","0","0","0","0","0"
"09/06/23","11719","6135","5474","2593","3014","964","136","811"
"10/06/23","0","0","0","0","0","0","0","0"
"11/06/23","0","0","0","0","0","0","0","0"
"12/06/23","0","0","0","0","0","0","0","0"
"13/06/23","0","0","0","0","0","0","0","0"
"14/06/23","0","0","0","0","0","0","0","0"
"15/06/23","0","0","0","0","0","0","0","0"
"16/06/23","6906","3956","3787","1592","2344","624","80","478"
"17/06/23","0","0","0","0","0","0","0","0"
"18/06/23","0","0","0","0","0","0","0","0"
"19/06/23","0","0","0","0","0","0","0","0"
"20/06/23","0","0","0","0","0","0","0","0"
"21/06/23","0","0","0","0","0","0","0","0"
"22/06/23","0","0","0","0","0","0","0","0"
"23/06/23","5570","3425","3171","1351","1644","471","87","357"
"24/06/23","0","0","0","0","0","0","0","0"
"25/06/23","0","0","0","0","0","0","0","0"
"26/06/23","0","0","0","0","0","0","0","0"
"27/06/23","0","0","0","0","0","0","0","0"
"28/06/23","0","0","0","0","0","0","0","0"
"29/06/23","0","0","0","0","0","0","0","0"
"30/06/23","3356","2560","2583","1183","1344","435","62","263"
"01/07/23","0","0","0","0","0","0","0","0"
"02/07/23","0","0","0","0","0","0","0","0"
"03/07/23","0","0","0","0","0","0","0","0"
"04/07/23","0","0","0","0","0","0","0","0"
"05/07/23","0","0","0","0","0","0","0","0"
"06/07/23","0","0","0","0","0","0","0","0"
"07/07/23","4234","823","2135","993","1165","440","44","233"
"08/07/23","0","0","0","0","0","0","0","0"
"09/07/23","0","0","0","0","0","0","0","0"
"10/07/23","0","0","0","0","0","0","0","0"
"11/07/23","0","0","0","0","0","0","0","0"
"12/07/23","0","0","0","0","0","0","0","0"
"13/07/23","0","0","0","0","0","0","0","0"
"14/07/23","2854","543","1757","802","934","316","46","204"
"15/07/23","0","0","0","0","0","0","0","0"
"16/07/23","0","0","0","0","0","0","0","0"
"17/07/23","0","0","0","0","0","0","0","0"
"18/07/23","0","0","0","0","0","0","0","0"
"19/07/23","0","0","0","0","0","0","0","0"
"20/07/23","0","0","0","0","0","0","0","0"
"21/07/23","2262","469","1631","634","751","274","50","180"
"22/07/23","0","0","0","0","0","0","0","0"
"23/07/23","0","0","0","0","0","0","0","0"
"24/07/23","0","0","0","0","0","0","0","0"
"25/07/23","0","0","0","0","0","0","0","0"
"26/07/23","0","0","0","0","0","0","0","0"
"27/07/23","0","0","0","0","0","0","0","0"
"28/07/23","1949","1102","1463","481","697","209","42","176"
"29/07/23","0","0","0","0","0","0","0","0"
"30/07/23","0","0","0","0","0","0","0","0"
"31/07/23","0","0","0","0","0","0","0","0"
"01/08/23","0","0","0","0","0","0","0","0"
"02/08/23","0","0","0","0","0","0","0","0"
"03/08/23","0","0","0","0","0","0","0","0"
"04/08/23","1978","518","1344","526","517","202","47","188"
